C:\Bydon (piton)\PP_Lab_2\dataset\2900.jpg, dataset\2900.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\8477.jpg, dataset\8477.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\106.jpg, dataset\106.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5396.jpg, dataset\5396.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4493.jpg, dataset\4493.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5316.jpg, dataset\5316.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1762.jpg, dataset\1762.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2885.jpg, dataset\2885.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8754.jpg, dataset\8754.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5171.jpg, dataset\5171.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2854.jpg, dataset\2854.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8407.jpg, dataset\8407.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2451.jpg, dataset\2451.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2847.jpg, dataset\2847.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1089.jpg, dataset\1089.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5872.jpg, dataset\5872.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2971.jpg, dataset\2971.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6707.jpg, dataset\6707.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2104.jpg, dataset\2104.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3635.jpg, dataset\3635.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3688.jpg, dataset\3688.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8034.jpg, dataset\8034.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3766.jpg, dataset\3766.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4125.jpg, dataset\4125.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6877.jpg, dataset\6877.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7410.jpg, dataset\7410.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6095.jpg, dataset\6095.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6805.jpg, dataset\6805.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\753.jpg, dataset\753.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7809.jpg, dataset\7809.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5722.jpg, dataset\5722.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3169.jpg, dataset\3169.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2452.jpg, dataset\2452.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3239.jpg, dataset\3239.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9722.jpg, dataset\9722.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1080.jpg, dataset\1080.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7528.jpg, dataset\7528.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1175.jpg, dataset\1175.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1764.jpg, dataset\1764.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2129.jpg, dataset\2129.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1402.jpg, dataset\1402.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7309.jpg, dataset\7309.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5741.jpg, dataset\5741.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4265.jpg, dataset\4265.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4689.jpg, dataset\4689.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4895.jpg, dataset\4895.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8070.jpg, dataset\8070.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\355.jpg, dataset\355.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\654.jpg, dataset\654.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1092.jpg, dataset\1092.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5560.jpg, dataset\5560.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\774.jpg, dataset\774.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3850.jpg, dataset\3850.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8448.jpg, dataset\8448.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4409.jpg, dataset\4409.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1805.jpg, dataset\1805.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6227.jpg, dataset\6227.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3632.jpg, dataset\3632.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6960.jpg, dataset\6960.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1776.jpg, dataset\1776.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8337.jpg, dataset\8337.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\466.jpg, dataset\466.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5441.jpg, dataset\5441.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4365.jpg, dataset\4365.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\597.jpg, dataset\597.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7071.jpg, dataset\7071.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6574.jpg, dataset\6574.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6938.jpg, dataset\6938.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9173.jpg, dataset\9173.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5634.jpg, dataset\5634.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3667.jpg, dataset\3667.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\109.jpg, dataset\109.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\81.jpg, dataset\81.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5215.jpg, dataset\5215.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\267.jpg, dataset\267.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5697.jpg, dataset\5697.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9396.jpg, dataset\9396.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9726.jpg, dataset\9726.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5523.jpg, dataset\5523.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6588.jpg, dataset\6588.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1366.jpg, dataset\1366.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9471.jpg, dataset\9471.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7694.jpg, dataset\7694.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7996.jpg, dataset\7996.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4043.jpg, dataset\4043.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9052.jpg, dataset\9052.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2259.jpg, dataset\2259.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5882.jpg, dataset\5882.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6890.jpg, dataset\6890.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7677.jpg, dataset\7677.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2904.jpg, dataset\2904.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\147.jpg, dataset\147.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7997.jpg, dataset\7997.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\886.jpg, dataset\886.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6185.jpg, dataset\6185.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7081.jpg, dataset\7081.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5945.jpg, dataset\5945.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3944.jpg, dataset\3944.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7713.jpg, dataset\7713.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7957.jpg, dataset\7957.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8375.jpg, dataset\8375.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1802.jpg, dataset\1802.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7596.jpg, dataset\7596.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8245.jpg, dataset\8245.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2833.jpg, dataset\2833.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\962.jpg, dataset\962.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3588.jpg, dataset\3588.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\488.jpg, dataset\488.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6220.jpg, dataset\6220.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9836.jpg, dataset\9836.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6763.jpg, dataset\6763.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7146.jpg, dataset\7146.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3621.jpg, dataset\3621.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8990.jpg, dataset\8990.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1086.jpg, dataset\1086.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3504.jpg, dataset\3504.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6875.jpg, dataset\6875.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1609.jpg, dataset\1609.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9006.jpg, dataset\9006.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1365.jpg, dataset\1365.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\138.jpg, dataset\138.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5714.jpg, dataset\5714.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3822.jpg, dataset\3822.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4992.jpg, dataset\4992.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9935.jpg, dataset\9935.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5816.jpg, dataset\5816.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3745.jpg, dataset\3745.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7092.jpg, dataset\7092.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\615.jpg, dataset\615.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9767.jpg, dataset\9767.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9386.jpg, dataset\9386.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9889.jpg, dataset\9889.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\834.jpg, dataset\834.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6162.jpg, dataset\6162.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1797.jpg, dataset\1797.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3783.jpg, dataset\3783.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5109.jpg, dataset\5109.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4587.jpg, dataset\4587.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3940.jpg, dataset\3940.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1195.jpg, dataset\1195.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3298.jpg, dataset\3298.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8995.jpg, dataset\8995.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7177.jpg, dataset\7177.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2915.jpg, dataset\2915.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5072.jpg, dataset\5072.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\47.jpg, dataset\47.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6385.jpg, dataset\6385.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8784.jpg, dataset\8784.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6052.jpg, dataset\6052.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2046.jpg, dataset\2046.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6365.jpg, dataset\6365.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3259.jpg, dataset\3259.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7518.jpg, dataset\7518.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4942.jpg, dataset\4942.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\824.jpg, dataset\824.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7791.jpg, dataset\7791.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5081.jpg, dataset\5081.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3728.jpg, dataset\3728.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\464.jpg, dataset\464.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5075.jpg, dataset\5075.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6756.jpg, dataset\6756.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7655.jpg, dataset\7655.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\474.jpg, dataset\474.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1210.jpg, dataset\1210.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6476.jpg, dataset\6476.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3691.jpg, dataset\3691.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6825.jpg, dataset\6825.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1009.jpg, dataset\1009.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6988.jpg, dataset\6988.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3328.jpg, dataset\3328.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3805.jpg, dataset\3805.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\988.jpg, dataset\988.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2313.jpg, dataset\2313.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1967.jpg, dataset\1967.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6038.jpg, dataset\6038.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5013.jpg, dataset\5013.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7862.jpg, dataset\7862.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3248.jpg, dataset\3248.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5683.jpg, dataset\5683.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7188.jpg, dataset\7188.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\580.jpg, dataset\580.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9895.jpg, dataset\9895.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6326.jpg, dataset\6326.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8546.jpg, dataset\8546.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8550.jpg, dataset\8550.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2841.jpg, dataset\2841.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8226.jpg, dataset\8226.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8563.jpg, dataset\8563.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6255.jpg, dataset\6255.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4808.jpg, dataset\4808.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8687.jpg, dataset\8687.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\706.jpg, dataset\706.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1657.jpg, dataset\1657.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4523.jpg, dataset\4523.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5871.jpg, dataset\5871.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6384.jpg, dataset\6384.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9414.jpg, dataset\9414.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8243.jpg, dataset\8243.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7413.jpg, dataset\7413.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4948.jpg, dataset\4948.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7315.jpg, dataset\7315.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5292.jpg, dataset\5292.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2676.jpg, dataset\2676.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\490.jpg, dataset\490.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4381.jpg, dataset\4381.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8822.jpg, dataset\8822.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2938.jpg, dataset\2938.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8059.jpg, dataset\8059.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1984.jpg, dataset\1984.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3826.jpg, dataset\3826.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\731.jpg, dataset\731.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6457.jpg, dataset\6457.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8220.jpg, dataset\8220.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2829.jpg, dataset\2829.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8130.jpg, dataset\8130.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9088.jpg, dataset\9088.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8843.jpg, dataset\8843.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1773.jpg, dataset\1773.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4530.jpg, dataset\4530.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\444.jpg, dataset\444.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6236.jpg, dataset\6236.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1722.jpg, dataset\1722.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9312.jpg, dataset\9312.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7203.jpg, dataset\7203.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2933.jpg, dataset\2933.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6818.jpg, dataset\6818.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9371.jpg, dataset\9371.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3584.jpg, dataset\3584.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9171.jpg, dataset\9171.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\221.jpg, dataset\221.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\51.jpg, dataset\51.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\36.jpg, dataset\36.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7322.jpg, dataset\7322.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3270.jpg, dataset\3270.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\310.jpg, dataset\310.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\657.jpg, dataset\657.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7814.jpg, dataset\7814.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4373.jpg, dataset\4373.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9497.jpg, dataset\9497.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8291.jpg, dataset\8291.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6019.jpg, dataset\6019.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8996.jpg, dataset\8996.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7777.jpg, dataset\7777.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2215.jpg, dataset\2215.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5812.jpg, dataset\5812.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9112.jpg, dataset\9112.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2695.jpg, dataset\2695.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3343.jpg, dataset\3343.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5264.jpg, dataset\5264.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\157.jpg, dataset\157.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3629.jpg, dataset\3629.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3935.jpg, dataset\3935.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2164.jpg, dataset\2164.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7767.jpg, dataset\7767.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1343.jpg, dataset\1343.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5873.jpg, dataset\5873.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5968.jpg, dataset\5968.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7757.jpg, dataset\7757.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8827.jpg, dataset\8827.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9342.jpg, dataset\9342.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\750.jpg, dataset\750.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9750.jpg, dataset\9750.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1585.jpg, dataset\1585.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1094.jpg, dataset\1094.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7399.jpg, dataset\7399.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6163.jpg, dataset\6163.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4509.jpg, dataset\4509.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8370.jpg, dataset\8370.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3242.jpg, dataset\3242.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7167.jpg, dataset\7167.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\494.jpg, dataset\494.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3622.jpg, dataset\3622.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7181.jpg, dataset\7181.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6293.jpg, dataset\6293.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6402.jpg, dataset\6402.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\408.jpg, dataset\408.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\5947.jpg, dataset\5947.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3032.jpg, dataset\3032.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9077.jpg, dataset\9077.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7228.jpg, dataset\7228.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\37.jpg, dataset\37.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7575.jpg, dataset\7575.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2251.jpg, dataset\2251.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4106.jpg, dataset\4106.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\332.jpg, dataset\332.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9600.jpg, dataset\9600.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\1107.jpg, dataset\1107.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8615.jpg, dataset\8615.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\4085.jpg, dataset\4085.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2370.jpg, dataset\2370.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\3824.jpg, dataset\3824.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\9542.jpg, dataset\9542.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\811.jpg, dataset\811.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\642.jpg, dataset\642.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7970.jpg, dataset\7970.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\7657.jpg, dataset\7657.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\6856.jpg, dataset\6856.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\2394.jpg, dataset\2394.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\8285.jpg, dataset\8285.jpg, Dog
