C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0000.jpg, dataset\Cats\0000.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0257.jpg, dataset\Dogs\0257.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0258.jpg, dataset\Dogs\0258.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0259.jpg, dataset\Dogs\0259.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0260.jpg, dataset\Dogs\0260.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0261.jpg, dataset\Dogs\0261.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0262.jpg, dataset\Dogs\0262.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0263.jpg, dataset\Dogs\0263.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0264.jpg, dataset\Dogs\0264.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0265.jpg, dataset\Dogs\0265.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0266.jpg, dataset\Dogs\0266.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0267.jpg, dataset\Dogs\0267.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0268.jpg, dataset\Dogs\0268.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0269.jpg, dataset\Dogs\0269.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0270.jpg, dataset\Dogs\0270.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0271.jpg, dataset\Dogs\0271.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0272.jpg, dataset\Dogs\0272.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0273.jpg, dataset\Dogs\0273.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0274.jpg, dataset\Dogs\0274.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0275.jpg, dataset\Dogs\0275.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0276.jpg, dataset\Dogs\0276.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0277.jpg, dataset\Dogs\0277.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0278.jpg, dataset\Dogs\0278.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0279.jpg, dataset\Dogs\0279.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0280.jpg, dataset\Dogs\0280.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0281.jpg, dataset\Dogs\0281.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0282.jpg, dataset\Dogs\0282.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0283.jpg, dataset\Dogs\0283.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0284.jpg, dataset\Dogs\0284.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0285.jpg, dataset\Dogs\0285.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0286.jpg, dataset\Dogs\0286.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0287.jpg, dataset\Dogs\0287.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0288.jpg, dataset\Dogs\0288.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0289.jpg, dataset\Dogs\0289.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0290.jpg, dataset\Dogs\0290.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0291.jpg, dataset\Dogs\0291.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0292.jpg, dataset\Dogs\0292.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0293.jpg, dataset\Dogs\0293.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0294.jpg, dataset\Dogs\0294.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0295.jpg, dataset\Dogs\0295.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0296.jpg, dataset\Dogs\0296.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0297.jpg, dataset\Dogs\0297.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0298.jpg, dataset\Dogs\0298.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0299.jpg, dataset\Dogs\0299.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0300.jpg, dataset\Dogs\0300.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0301.jpg, dataset\Dogs\0301.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0302.jpg, dataset\Dogs\0302.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0303.jpg, dataset\Dogs\0303.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0304.jpg, dataset\Dogs\0304.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0305.jpg, dataset\Dogs\0305.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0306.jpg, dataset\Dogs\0306.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0307.jpg, dataset\Dogs\0307.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0308.jpg, dataset\Dogs\0308.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0309.jpg, dataset\Dogs\0309.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0310.jpg, dataset\Dogs\0310.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0311.jpg, dataset\Dogs\0311.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0312.jpg, dataset\Dogs\0312.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0313.jpg, dataset\Dogs\0313.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0314.jpg, dataset\Dogs\0314.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0315.jpg, dataset\Dogs\0315.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0316.jpg, dataset\Dogs\0316.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0317.jpg, dataset\Dogs\0317.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0318.jpg, dataset\Dogs\0318.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0319.jpg, dataset\Dogs\0319.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0320.jpg, dataset\Dogs\0320.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0321.jpg, dataset\Dogs\0321.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0322.jpg, dataset\Dogs\0322.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0323.jpg, dataset\Dogs\0323.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0324.jpg, dataset\Dogs\0324.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0325.jpg, dataset\Dogs\0325.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0326.jpg, dataset\Dogs\0326.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0327.jpg, dataset\Dogs\0327.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0328.jpg, dataset\Dogs\0328.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0329.jpg, dataset\Dogs\0329.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0330.jpg, dataset\Dogs\0330.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0331.jpg, dataset\Dogs\0331.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0332.jpg, dataset\Dogs\0332.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0333.jpg, dataset\Dogs\0333.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0334.jpg, dataset\Dogs\0334.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0335.jpg, dataset\Dogs\0335.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0336.jpg, dataset\Dogs\0336.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0337.jpg, dataset\Dogs\0337.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0338.jpg, dataset\Dogs\0338.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0339.jpg, dataset\Dogs\0339.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0340.jpg, dataset\Dogs\0340.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0341.jpg, dataset\Dogs\0341.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0342.jpg, dataset\Dogs\0342.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0343.jpg, dataset\Dogs\0343.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0344.jpg, dataset\Dogs\0344.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0345.jpg, dataset\Dogs\0345.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0346.jpg, dataset\Dogs\0346.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0347.jpg, dataset\Dogs\0347.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0348.jpg, dataset\Dogs\0348.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0349.jpg, dataset\Dogs\0349.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0350.jpg, dataset\Dogs\0350.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0351.jpg, dataset\Dogs\0351.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0352.jpg, dataset\Dogs\0352.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0353.jpg, dataset\Dogs\0353.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0354.jpg, dataset\Dogs\0354.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0355.jpg, dataset\Dogs\0355.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0356.jpg, dataset\Dogs\0356.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0357.jpg, dataset\Dogs\0357.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0358.jpg, dataset\Dogs\0358.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0359.jpg, dataset\Dogs\0359.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0360.jpg, dataset\Dogs\0360.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0361.jpg, dataset\Dogs\0361.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0362.jpg, dataset\Dogs\0362.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0363.jpg, dataset\Dogs\0363.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0364.jpg, dataset\Dogs\0364.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0365.jpg, dataset\Dogs\0365.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0366.jpg, dataset\Dogs\0366.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0367.jpg, dataset\Dogs\0367.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0368.jpg, dataset\Dogs\0368.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0369.jpg, dataset\Dogs\0369.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0370.jpg, dataset\Dogs\0370.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0371.jpg, dataset\Dogs\0371.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0372.jpg, dataset\Dogs\0372.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0373.jpg, dataset\Dogs\0373.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0374.jpg, dataset\Dogs\0374.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0375.jpg, dataset\Dogs\0375.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0376.jpg, dataset\Dogs\0376.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0377.jpg, dataset\Dogs\0377.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0378.jpg, dataset\Dogs\0378.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0379.jpg, dataset\Dogs\0379.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0380.jpg, dataset\Dogs\0380.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0381.jpg, dataset\Dogs\0381.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0382.jpg, dataset\Dogs\0382.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0383.jpg, dataset\Dogs\0383.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0384.jpg, dataset\Dogs\0384.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0385.jpg, dataset\Dogs\0385.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0386.jpg, dataset\Dogs\0386.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0387.jpg, dataset\Dogs\0387.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0388.jpg, dataset\Dogs\0388.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0389.jpg, dataset\Dogs\0389.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0390.jpg, dataset\Dogs\0390.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0391.jpg, dataset\Dogs\0391.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0392.jpg, dataset\Dogs\0392.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0393.jpg, dataset\Dogs\0393.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0394.jpg, dataset\Dogs\0394.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0395.jpg, dataset\Dogs\0395.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0396.jpg, dataset\Dogs\0396.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0397.jpg, dataset\Dogs\0397.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0398.jpg, dataset\Dogs\0398.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0399.jpg, dataset\Dogs\0399.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0400.jpg, dataset\Dogs\0400.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0401.jpg, dataset\Dogs\0401.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0402.jpg, dataset\Dogs\0402.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0403.jpg, dataset\Dogs\0403.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0404.jpg, dataset\Dogs\0404.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0405.jpg, dataset\Dogs\0405.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0406.jpg, dataset\Dogs\0406.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0407.jpg, dataset\Dogs\0407.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0408.jpg, dataset\Dogs\0408.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0409.jpg, dataset\Dogs\0409.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0410.jpg, dataset\Dogs\0410.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0411.jpg, dataset\Dogs\0411.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0412.jpg, dataset\Dogs\0412.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0413.jpg, dataset\Dogs\0413.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0414.jpg, dataset\Dogs\0414.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0415.jpg, dataset\Dogs\0415.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0416.jpg, dataset\Dogs\0416.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0417.jpg, dataset\Dogs\0417.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0418.jpg, dataset\Dogs\0418.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0419.jpg, dataset\Dogs\0419.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0420.jpg, dataset\Dogs\0420.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0421.jpg, dataset\Dogs\0421.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0422.jpg, dataset\Dogs\0422.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0423.jpg, dataset\Dogs\0423.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0424.jpg, dataset\Dogs\0424.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0425.jpg, dataset\Dogs\0425.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0426.jpg, dataset\Dogs\0426.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0427.jpg, dataset\Dogs\0427.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0428.jpg, dataset\Dogs\0428.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0429.jpg, dataset\Dogs\0429.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0430.jpg, dataset\Dogs\0430.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0431.jpg, dataset\Dogs\0431.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0432.jpg, dataset\Dogs\0432.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0433.jpg, dataset\Dogs\0433.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0434.jpg, dataset\Dogs\0434.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0435.jpg, dataset\Dogs\0435.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0436.jpg, dataset\Dogs\0436.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0437.jpg, dataset\Dogs\0437.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0438.jpg, dataset\Dogs\0438.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0439.jpg, dataset\Dogs\0439.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0440.jpg, dataset\Dogs\0440.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0441.jpg, dataset\Dogs\0441.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0442.jpg, dataset\Dogs\0442.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0443.jpg, dataset\Dogs\0443.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0444.jpg, dataset\Dogs\0444.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0445.jpg, dataset\Dogs\0445.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0446.jpg, dataset\Dogs\0446.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0447.jpg, dataset\Dogs\0447.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0448.jpg, dataset\Dogs\0448.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0449.jpg, dataset\Dogs\0449.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0450.jpg, dataset\Dogs\0450.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0451.jpg, dataset\Dogs\0451.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0452.jpg, dataset\Dogs\0452.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0453.jpg, dataset\Dogs\0453.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0454.jpg, dataset\Dogs\0454.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0455.jpg, dataset\Dogs\0455.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0456.jpg, dataset\Dogs\0456.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0457.jpg, dataset\Dogs\0457.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0458.jpg, dataset\Dogs\0458.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0459.jpg, dataset\Dogs\0459.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0460.jpg, dataset\Dogs\0460.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0461.jpg, dataset\Dogs\0461.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0462.jpg, dataset\Dogs\0462.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0463.jpg, dataset\Dogs\0463.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0464.jpg, dataset\Dogs\0464.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0465.jpg, dataset\Dogs\0465.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0466.jpg, dataset\Dogs\0466.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0467.jpg, dataset\Dogs\0467.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0468.jpg, dataset\Dogs\0468.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0469.jpg, dataset\Dogs\0469.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0470.jpg, dataset\Dogs\0470.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0471.jpg, dataset\Dogs\0471.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0472.jpg, dataset\Dogs\0472.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0473.jpg, dataset\Dogs\0473.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0474.jpg, dataset\Dogs\0474.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0475.jpg, dataset\Dogs\0475.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0476.jpg, dataset\Dogs\0476.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0477.jpg, dataset\Dogs\0477.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0478.jpg, dataset\Dogs\0478.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0479.jpg, dataset\Dogs\0479.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0480.jpg, dataset\Dogs\0480.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0481.jpg, dataset\Dogs\0481.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0482.jpg, dataset\Dogs\0482.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0483.jpg, dataset\Dogs\0483.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0484.jpg, dataset\Dogs\0484.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0485.jpg, dataset\Dogs\0485.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0486.jpg, dataset\Dogs\0486.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0487.jpg, dataset\Dogs\0487.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0488.jpg, dataset\Dogs\0488.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0489.jpg, dataset\Dogs\0489.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0490.jpg, dataset\Dogs\0490.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0491.jpg, dataset\Dogs\0491.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0492.jpg, dataset\Dogs\0492.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0493.jpg, dataset\Dogs\0493.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0494.jpg, dataset\Dogs\0494.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0495.jpg, dataset\Dogs\0495.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0496.jpg, dataset\Dogs\0496.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0497.jpg, dataset\Dogs\0497.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0498.jpg, dataset\Dogs\0498.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0499.jpg, dataset\Dogs\0499.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0500.jpg, dataset\Dogs\0500.jpg, Dog
